,,,,,,,,,,,,,,,,,,,,,,,,,,
업종코드-10차 표준산업분류 연계표,,,,,,,,,,,,,,,,,,,,,,,,,,
일련번호,,,,,,,,,,,,,,,,,,,,,,,,세부설명,,
,"2021년 귀속
업종코드",대분류,대분류,중분류,중분류,소분류,소분류,세분류,세분류,세세분류,연계,"표준산업
분류",대분류,대분류,중분류,중분류,소분류,소분류,세분류,세분류,세세분류,연계,메인,,,
79,153104,C,제조업,15,식료품 제조업,153,동물용 사료 및 조제식품 제조업,1531,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,1,10802,C,제조업,10,식료품 제조업,108,동물용 사료 및 조제식품 제조업,1080,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,2,,사료절단 분쇄,,
80,153105,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,전분제품 및 당류 제조업,전분제품 및 당류 제조업,1,10620,C,제조업,10,식료품 제조업,106,"곡물 가공품, 전분 및 전분제품 제조업",1062,전분제품 및 당류 제조업,전분제품 및 당류 제조업,2,2,전분 및 전분제품,,
81,153106,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,곡물 가공품 제조업,곡물 혼합 분말 및 반죽 제조업,1,10613,C,제조업,10,식료품 제조업,106,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업,곡물 혼합 분말 및 반죽 제조업,1,,,,
82,153107,C,제조업,15,식료품 제조업,153,기타 식품 제조업,1531,도시락 및 식사용 조리식품 제조업,도시락류 제조업,1,10751,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1075,도시락 및 식사용 조리식품 제조업,도시락류 제조업,1,,,,
83,153202,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1532,전분제품 및 당류 제조업,전분제품 및 당류 제조업,1,10620,C,제조업,10,식료품 제조업,106,"곡물 가공품, 전분 및 전분제품 제조업",1062,전분제품 및 당류 제조업,전분제품 및 당류 제조업,2,2,당류,,
84,153300,C,제조업,15,식료품 제조업,153,동물용 사료 및 조제식품 제조업,1533,동물용 사료 및 조제식품 제조업,배합 사료 제조업,1,10801,C,제조업,10,식료품 제조업,108,동물용 사료 및 조제식품 제조업,1080,동물용 사료 및 조제식품 제조업,배합 사료 제조업,1,,,,
85,153301,C,제조업,15,식료품 제조업,153,동물용 사료 및 조제식품 제조업,1533,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,1,10802,C,제조업,10,식료품 제조업,108,동물용 사료 및 조제식품 제조업,1080,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,2,1,,,
86,154101,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1541,"떡, 빵 및 과자류 제조업",떡류 제조업,1,10711,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1071,"떡, 빵 및 과자류 제조업",떡류 제조업,1,,,,
87,154102,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1541,"떡, 빵 및 과자류 제조업",과자류 및 코코아 제품 제조업,1,10713,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1071,"떡, 빵 및 과자류 제조업",과자류 및 코코아 제품 제조업,1,,,,
88,154103,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1541,도시락 및 식사용 조리식품 제조업,기타 식사용 가공처리 조리식품 제조업,1,10759,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1075,도시락 및 식사용 조리식품 제조업,기타 식사용 가공처리 조리식품 제조업,1,,,,
89,154104,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1541,"떡, 빵 및 과자류 제조업",빵류 제조업,1,10712,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1071,"떡, 빵 및 과자류 제조업",빵류 제조업,1,,,,
90,154200,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1542,설탕 제조업,설탕 제조업,1,10720,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1072,설탕 제조업,설탕 제조업,1,,,,
91,154400,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1544,"면류, 마카로니 및 유사 식품 제조업","면류, 마카로니 및 유사 식품 제조업",1,10730,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1073,"면류, 마카로니 및 유사 식품 제조업","면류, 마카로니 및 유사 식품 제조업",1,,,,
92,154501,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1545,조미료 및 식품 첨가물 제조업,천연 및 혼합 조제 조미료 제조업,1,10742,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1074,조미료 및 식품 첨가물 제조업,천연 및 혼합 조제 조미료 제조업,1,,,,
93,154502,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1545,조미료 및 식품 첨가물 제조업,장류 제조업,1,10743,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1074,조미료 및 식품 첨가물 제조업,장류 제조업,1,,,,
94,154503,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1545,조미료 및 식품 첨가물 제조업,"식초, 발효 및 화학 조미료 제조업",1,10741,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1074,조미료 및 식품 첨가물 제조업,"식초, 발효 및 화학 조미료 제조업",1,,,,
95,154509,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1545,조미료 및 식품 첨가물 제조업,기타 식품 첨가물 제조업,1,10749,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1074,조미료 및 식품 첨가물 제조업,기타 식품 첨가물 제조업,1,,,,
96,154801,C,제조업,15,식료품 제조업,154,"곡물 가공품, 전분 및 전분제품 제조업",1548,곡물 가공품 제조업,곡물 도정업,1,10611,C,제조업,10,식료품 제조업,106,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업,곡물 도정업,2,,임가공,,
97,154802,C,제조업,15,식료품 제조업,154,"곡물 가공품, 전분 및 전분제품 제조업",1548,곡물 가공품 제조업,곡물 제분업,1,10612,C,제조업,10,식료품 제조업,106,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업,곡물 제분업,3,,떡방앗간,,
98,154803,C,제조업,15,식료품 제조업,154,"도축, 육류 가공 및 저장 처리업",1548,도축업,육류 도축업(가금류 제외),2,10111,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1011,도축업,육류 도축업(가금류 제외),2,,임가공,,
98,154803,C,제조업,15,식료품 제조업,154,"도축, 육류 가공 및 저장 처리업",1548,도축업,가금류 도축업,2,10112,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1011,도축업,가금류 도축업,2,,임가공,,
99,154804,C,제조업,15,식료품 제조업,154,"도축, 육류 가공 및 저장 처리업",1548,육류 가공 및 저장 처리업,가금류 가공 및 저장 처리업,4,10121,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1012,육류 가공 및 저장 처리업,가금류 가공 및 저장 처리업,2,,임가공(가금류 냉동),,
99,154804,C,제조업,15,식료품 제조업,154,"도축, 육류 가공 및 저장 처리업",1548,육류 가공 및 저장 처리업,육류 포장육 및 냉동육 가공업(가금류 제외),4,10122,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1012,육류 가공 및 저장 처리업,육류 포장육 및 냉동육 가공업(가금류 제외),2,,임가공(육류 가공냉동),,
99,154804,C,제조업,15,식료품 제조업,154,수산물 가공 및 저장 처리업,1548,수산동물 가공 및 저장 처리업,수산동물 냉동품 제조업,4,10213,C,제조업,10,식료품 제조업,102,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업,수산동물 냉동품 제조업,2,,임가공(수산물 및 가공식품냉동),,
99,154804,C,제조업,15,식료품 제조업,154,"과실, 채소 가공 및 저장 처리업",1548,"과실, 채소 가공 및 저장 처리업",기타 과실ㆍ채소 가공 및 저장 처리업,4,10309,C,제조업,10,식료품 제조업,103,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업",기타 과실ㆍ채소 가공 및 저장 처리업,3,,임가공(과실 및 채소 냉동),,
100,154805,C,제조업,15,식료품 제조업,154,수산물 가공 및 저장 처리업,1548,수산동물 가공 및 저장 처리업,수산동물 건조 및 염장품 제조업,7,10212,C,제조업,10,식료품 제조업,102,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업,수산동물 건조 및 염장품 제조업,2,,"임가공(어류, 염장품)",,
100,154805,C,제조업,15,식료품 제조업,154,수산물 가공 및 저장 처리업,1548,수산식물 가공 및 저장 처리업,수산식물 가공 및 저장 처리업,7,10220,C,제조업,10,식료품 제조업,102,수산물 가공 및 저장 처리업,1022,수산식물 가공 및 저장 처리업,수산식물 가공 및 저장 처리업,2,,임가공(해조류 건조품),,
100,154805,C,제조업,15,식료품 제조업,154,"과실, 채소 가공 및 저장 처리업",1548,"과실, 채소 가공 및 저장 처리업",기타 과실ㆍ채소 가공 및 저장 처리업,7,10309,C,제조업,10,식료품 제조업,103,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업",기타 과실ㆍ채소 가공 및 저장 처리업,3,,임가공(과실 및 채소 건조식품),,
100,154805,C,제조업,15,식료품 제조업,154,동물성 및 식물성 유지 제조업,1548,동물성 및 식물성 유지 제조업,동물성 유지 제조업,7,10401,C,제조업,10,식료품 제조업,104,동물성 및 식물성 유지 제조업,1040,동물성 및 식물성 유지 제조업,동물성 유지 제조업,2,,임가공(동물성 유지 원료의 착유),,
100,154805,C,제조업,15,식료품 제조업,154,동물성 및 식물성 유지 제조업,1548,동물성 및 식물성 유지 제조업,식물성 유지 제조업,7,10402,C,제조업,10,식료품 제조업,104,동물성 및 식물성 유지 제조업,1040,동물성 및 식물성 유지 제조업,식물성 유지 제조업,2,,임가공(식물성 유지 원료의 착유),,
100,154805,C,제조업,15,식료품 제조업,154,"곡물 가공품, 전분 및 전분제품 제조업",1548,곡물 가공품 제조업,기타 곡물 가공품 제조업,7,10619,C,제조업,10,식료품 제조업,106,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업,기타 곡물 가공품 제조업,2,,임가공(튀김 곡물),,
100,154805,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1548,기타 식료품 제조업,건강 보조용 액화식품 제조업,7,10796,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1079,기타 식료품 제조업,건강 보조용 액화식품 제조업,2,,임가공(한약 및 건강식품 액화처리),,
101,154806,C,제조업,15,식료품 제조업,154,"곡물 가공품, 전분 및 전분제품 제조업",1548,곡물 가공품 제조업,곡물 제분업,1,10612,C,제조업,10,식료품 제조업,106,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업,곡물 제분업,3,,임가공,,
102,154901,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1549,기타 식료품 제조업,커피 가공업,1,10791,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1079,기타 식료품 제조업,커피 가공업,1,,,,
103,154902,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1549,기타 식료품 제조업,두부 및 유사 식품 제조업,1,10794,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1079,기타 식료품 제조업,두부 및 유사 식품 제조업,1,,,,
104,154903,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1549,기타 식료품 제조업,건강 보조용 액화식품 제조업,1,10796,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1079,기타 식료품 제조업,건강 보조용 액화식품 제조업,2,1,,,
105,154904,C,제조업,15,식료품 제조업,154,수산물 가공 및 저장 처리업,1549,수산식물 가공 및 저장 처리업,수산식물 가공 및 저장 처리업,1,10220,C,제조업,10,식료품 제조업,102,수산물 가공 및 저장 처리업,1022,수산식물 가공 및 저장 처리업,수산식물 가공 및 저장 처리업,2,1,,,
106,154905,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1549,기타 식료품 제조업,차류 가공업,1,10792,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1079,기타 식료품 제조업,차류 가공업,1,,,,
107,154906,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1549,기타 식료품 제조업,인삼식품 제조업,1,10795,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1079,기타 식료품 제조업,인삼식품 제조업,1,,,,
108,154907,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1549,기타 식료품 제조업,수프 및 균질화식품 제조업,1,10793,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1079,기타 식료품 제조업,수프 및 균질화식품 제조업,1,,,,
109,154908,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1549,기타 식료품 제조업,건강 기능식품 제조업,1,10797,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1079,기타 식료품 제조업,건강 기능식품 제조업,1,,,,
110,154909,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1549,기타 식료품 제조업,그 외 기타 식료품 제조업,1,10799,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1079,기타 식료품 제조업,그 외 기타 식료품 제조업,1,,,,
111,155101,C,제조업,15,음료 제조업,155,알코올 음료 제조업,1551,증류주 및 합성주 제조업,주정 제조업,1,11121,C,제조업,11,음료 제조업,111,알코올 음료 제조업,1112,증류주 및 합성주 제조업,주정 제조업,1,,,,
112,155102,C,제조업,15,음료 제조업,155,알코올 음료 제조업,1551,증류주 및 합성주 제조업,소주 제조업,1,11122,C,제조업,11,음료 제조업,111,알코올 음료 제조업,1112,증류주 및 합성주 제조업,소주 제조업,1,,,,
113,155103,C,제조업,15,음료 제조업,155,알코올 음료 제조업,1551,증류주 및 합성주 제조업,기타 증류주 및 합성주 제조업,1,11129,C,제조업,11,음료 제조업,111,알코올 음료 제조업,1112,증류주 및 합성주 제조업,기타 증류주 및 합성주 제조업,1,,,,
114,155201,C,제조업,15,음료 제조업,155,알코올 음료 제조업,1552,발효주 제조업,탁주 및 약주 제조업,1,11111,C,제조업,11,음료 제조업,111,알코올 음료 제조업,1111,발효주 제조업,탁주 및 약주 제조업,2,2,탁주,,
115,155202,C,제조업,15,음료 제조업,155,알코올 음료 제조업,1552,발효주 제조업,탁주 및 약주 제조업,1,11111,C,제조업,11,음료 제조업,111,알코올 음료 제조업,1111,발효주 제조업,탁주 및 약주 제조업,2,2,약주,,
116,155203,C,제조업,15,음료 제조업,155,알코올 음료 제조업,1552,발효주 제조업,기타 발효주 제조업,1,11119,C,제조업,11,음료 제조업,111,알코올 음료 제조업,1111,발효주 제조업,기타 발효주 제조업,1,,,,
117,155300,C,제조업,15,음료 제조업,155,알코올 음료 제조업,1553,발효주 제조업,맥아 및 맥주 제조업,1,11112,C,제조업,11,음료 제조업,111,알코올 음료 제조업,1111,발효주 제조업,맥아 및 맥주 제조업,1,,,,
118,155401,C,제조업,15,음료 제조업,155,비알코올 음료 및 얼음 제조업,1554,비알코올 음료 및 얼음 제조업,기타 비알코올 음료 제조업,1,11209,C,제조업,11,음료 제조업,112,비알코올 음료 및 얼음 제조업,1120,비알코올 음료 및 얼음 제조업,기타 비알코올 음료 제조업,2,,탄산음료,,
119,155402,C,제조업,15,음료 제조업,155,비알코올 음료 및 얼음 제조업,1554,비알코올 음료 및 얼음 제조업,기타 비알코올 음료 제조업,1,11209,C,제조업,11,음료 제조업,112,비알코올 음료 및 얼음 제조업,1120,비알코올 음료 및 얼음 제조업,기타 비알코올 음료 제조업,2,1,,,
120,155403,C,제조업,15,음료 제조업,155,비알코올 음료 및 얼음 제조업,1554,비알코올 음료 및 얼음 제조업,생수 생산업,1,11202,C,제조업,11,음료 제조업,112,비알코올 음료 및 얼음 제조업,1120,비알코올 음료 및 얼음 제조업,생수 생산업,1,,,,
121,155404,C,제조업,15,음료 제조업,155,비알코올 음료 및 얼음 제조업,1554,비알코올 음료 및 얼음 제조업,얼음 제조업,1,11201,C,제조업,11,음료 제조업,112,비알코올 음료 및 얼음 제조업,1120,비알코올 음료 및 얼음 제조업,얼음 제조업,1,,,,
122,160000,C,제조업,16,담배 제조업,160,담배 제조업,1600,담배 제조업,담배제품 제조업,1,12000,C,제조업,12,담배 제조업,120,담배 제조업,1200,담배 제조업,담배제품 제조업,1,,,,
123,171101,C,제조업,17,섬유제품 제조업; 의복 제외,171,방적 및 가공사 제조업,1711,방적 및 가공사 제조업,화학섬유 방적업,1,13103,C,제조업,13,섬유제품 제조업; 의복 제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,화학섬유 방적업,4,,"인견사, 아세테이드사",,
124,171102,C,제조업,17,섬유제품 제조업; 의복 제외,171,방적 및 가공사 제조업,1711,방적 및 가공사 제조업,면 방적업,1,13101,C,제조업,13,섬유제품 제조업; 의복 제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,면 방적업,1,,,,
125,171104,C,제조업,17,섬유제품 제조업; 의복 제외,171,방적 및 가공사 제조업,1711,방적 및 가공사 제조업,모 방적업,1,13102,C,제조업,13,섬유제품 제조업; 의복 제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,모 방적업,1,,,,
126,171105,C,제조업,17,섬유제품 제조업; 의복 제외,171,방적 및 가공사 제조업,1711,방적 및 가공사 제조업,연사 및 가공사 제조업,1,13104,C,제조업,13,섬유제품 제조업; 의복 제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,연사 및 가공사 제조업,2,1,,,
127,171106,C,제조업,17,섬유제품 제조업; 의복 제외,171,방적 및 가공사 제조업,1711,방적 및 가공사 제조업,화학섬유 방적업,1,13103,C,제조업,13,섬유제품 제조업; 의복 제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,화학섬유 방적업,4,,나일론사,,
128,171107,C,제조업,17,섬유제품 제조업; 의복 제외,171,방적 및 가공사 제조업,1711,방적 및 가공사 제조업,화학섬유 방적업,1,13103,C,제조업,13,섬유제품 제조업; 의복 제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,화학섬유 방적업,4,,PVC사류,,
129,171108,C,제조업,17,섬유제품 제조업; 의복 제외,171,방적 및 가공사 제조업,1711,방적 및 가공사 제조업,화학섬유 방적업,1,13103,C,제조업,13,섬유제품 제조업; 의복 제외,131,방적 및 가공사 제조업,1310,방적 및 가공사 제조업,화학섬유 방적업,4,1,,,
130,171109,C,제조업,17,섬유제품 제조업; 의복 제외,171,직물 직조 및 직물제품 제조업,1711,직물 직조업,화학섬유직물 직조업,1,13213,C,제조업,13,섬유제품 제조업; 의복 제외,132,직물 직조 및 직물제품 제조업,1321,직물 직조업,화학섬유직물 직조업,1,,,,
